품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,symptoms_id
Boston Terrier(보스톤 테리어),FS              ,normal,F_센트럴,cc year 전 부터 좋지 않았던 우측 눈이 최근에 급속도로 악화 육안적으로 평가 하였을 때 안구 적출 필요한 상태. 내일 안구 적출 및 중성화 수술 예정. 다음주 day 퇴원 예정. ,X,0,,,기타 증상,기타 증상,104,5
A.Cocker Spaniel(아메리카 코커),MN              ,2031,F_센트럴,친적 언니 병원서 year 간 심장병치료 오늘 복수 제거 했고 집에 오다가 호흡곤란 악화됨 폐부종 좌심 우심부전 심낭수 내원시 저혈압 심인성 shock 증상 furosemide time spironolactone 피모벤단 라미프릴 ,2001,14, 폐수종 (원인 미정) , 호흡기 질환 ,호흡곤란,호흡곤란,129,14
Russian Blue Cat(러시안 블루 고양이),M,2071,A_라라,s 광명사거리 펫샵 month 전에 분양 받았음 데려와서 month 후부터 증상 발생 설사 바닥에 항문 끄는 증상 항문낭 짜줌 기운 없음 식욕은 양호함. 활동성 저하됨. 오늘부터는 약간 형태가 생기는 거 같음 백혈구 수치 양호 범백 음성 saa 약간 증가. 식욕 양호 설사 탈수 개선 위해 피하 수액 유산균 처방만 먼저 진행 다음 주 동석이 안과 검진시 같이 내원 ,,2,,,설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),204,8
Yorkshire Terrier(요크셔 테리어),M               ,2082,E_24시아이, 자두씨 개 섭취후 구토 이후로로 쳐짐 하얀거품성 노란위액 구토양상 저녁 식사이후 번 구토한것 같아요 점액변과 무른변 반복. 자가접종 all done 식욕 활기 백신 사상충 cpl kit 양성 cpr 전해질불균형 탈수 심함 pcv k.cl low rad 장염소견 복통 하부 pain . 포복자세. bt month month 까지 입원 아는 수의사지인분한테 물어보고 한참 입원시킬때까지 시간걸림 많이 네고해드렸음 . ,2046,1, 췌장염 , 간 · 담도계 및 췌장 질환,구토(급성/만성),구토(급성/만성),232,0
Poodles(푸들),FS              ,2259,F_센트럴,s 어제 가평에 가셔서 풀밭에서 한시간 정도 뛰어다니면서 놀았음 집에 time 에 도착했을때 기력없이 계속 누워서 잠 밤에 배쪽에서 진드기 한마리 발견후 보호자분이 제거함 두다리를 덜덜떨고 저는 행동 보인다고 함 저녁을 먹지않음 다음날 아침 금일 도 먹지 않음 구토는 없었음 mental status alert p bp mm pink wet. crt skin tugor not delay cbc hct wbc rbc chem alkp alb crp 슬개골탈구 양측 grade 이상 내측탈구 진드기 감염 tx fluids hs kcl time eq time h c iv famo iv vitb metro cri deworming frontline rx doxy bid udca bid for days 진드기 감염검사 패널 의뢰 염증수치 확인하며 검사결과 나오기전까지 항염증 항알러지 대증치료 진행 식욕돌아오고 crp수치 떨어지는거 확인하고 퇴원시기 결정예정 ,x,28, 다른 중독 질환 ,전신성의 질환,기력저하,기력저하,479,3
Chihuahua(치와와),FS              ,2181,D_VIP,어제 백신 및 구충 spot on 제제 함. time 전부터 엎드리고 다니고 낑낑거리고 흉부쪽 통증 있음 obesity 사료 간식 비만용 간식 쌀밥정도 먹이심. 감자튀김. month 전 작년에 혈액검사상 췌장 수치가 높았던거 같다고 하심. 어제 접종 진행. 전지쪽으로 들려고 할 때 통증 호소. time 전 허리를 구부리고 보행. 구토 설사 없음. 식욕 양호. 이물 가능성 없음. 보행 상태 양호. bt hr rr 청진상 이상 없음. normal skin turgor mm pink alert mandibular ln enlarged. l 촉진시 피부 긴장도 증가. 복압 상승. proprioception test 양측 후지 이상 없음. 좌측 전지 이상 없음. 우측 전지 감소된 소견이나 체중지지를 잘 하려고 하지 않음. hopping test 양측 후지 이상 없음. 양측 전지 감소된 소견. tactile placing test 좌측 전지 이상 없음. 우측 전지 감소된 소견. 경추 촉진 및 검사시 통증 및 저항감 없음. 방사선상 장내 gas. cpl 음성 혈액검사 cbc neg. chemistry hyperglycemia electrolyte hypokalemia hypochloremia p ivdd 임상 증상으로는 ivdd 가능성이 높음. 신체 검사상 특정 부분 긴장도가 올라감. 신경 검사상에서는 검사상 문제가 보이는 곳이 있으나 아이 성격을 고려할 때 정확하게 문제가 있다고 말하기 힘듦. 방사선상에서도 추간판 사이 공간이 좁아지는 부분 보이지 않음. ivdd는 mri로 진단하는 것을 추천드림. 입원 하 임상 증상 모니터링 및 cage rest와 수액 처치 설명드렸으나 아이가 분리 불안이 심해서 입원은 원치 않으심. 내복약 조제는 귀원하셔서 진행하시길 원하심. 복압 상승 복부 장기 문제 가능성 설명드림 아이가 감자 튀김을 먹었고 과거 췌장 수치가 높아 조심하라는 말씀을 들으셨다고 하셔서 cpl검사 진행하였으나 음성. 방사선 검사 및 혈액 검사상에서 큰 특이사항 보이지 않음. ivdd일 경우도 복압 상승이 동반될 수 있으므로 모니터링 안내. hypokalemia. 입원 하 수액 처치 말씀드렸으나 원치 않으셔서 퇴원. 의뢰병원 문자 발송 이솝 동물병원 원장님. vip 동물병원 수의사 이주영입니다. 어제 김희정님 샤를린 통증 호소와 이상 보행으로 내원하였습니다. history상 ivdd가 의심되나 방사선상 신체 검사상 신경검사상 특이사항이 보이지 않았습니다. ivdd는 mri 촬영이 필요하다고 말씀드렸습니다. 혈액 검사상 전해질 불균형이 보여서 하루 입원 설명드렸으나 아이가 분리불안이 심하여서 거부하였습니다. ivdd에 대한 내복약 설명드렸으나 귀원하셔서 내복약 처방 원하셨습니다. 아이 어제 검사한 결과와 보호자분과 상담한 내용 초본 보고서 먼저 발송해 드리겠습니다. 보고서 완성되면 다시 보내드리도록 하겠습니다. ,,4, 추간판 탈출증 ,근육 골격 질환 ,통증,통증,1423,12
Dachshunds(닥스훈트 ),M               ,2046,D_VIP, money 선납하셨습니다. 승희 시침핀 삼킴 어제 구토로 지역병원에서 진료받았음 구충제 주사맞고 옴 금일 오전 시침핀 하나 먹은 것으로 추정됨 계란 노른자와 사료 먹었음 오전에 어제 처방받은 약 구충제로 추정됨 먹였으며 형태없는 설사 했었음 위 내에서 금속성 이물 확인됨 위내이물 내시경 혹은 위절개 안내드림 식도 손상 가능성은 염두에 두고 치료하겠습니다 예상 입원기간 month 예상 입원비 조은ah 병원명 변경됨 쓰담쓰담 ah 원장님 바뀜 주간 by 윤 위 내에서 바늘 확인됨 술 후 심한 수양성 설사 보임 ,,25, 소화관 이물 / 섭취 , 소화기 질환 ,이물,이물,287,10
Welsh Corgis(웰쉬 코기),M,2049,B_W, month time 에 사당에있는샾에서 분양받으심. month time 날 성남에서 동종의 가정견분양받으심. month 전에 타병원에서 파보진단받고 입원치료중 분양받은사람은 연락두절 상태는 안좋은상황 용강동물병원 파보진단받은아이가 온부터 구토시작 타병원에서 파보검사음성 이후 전아이와 동일증상보임. 파보 강한 양성 코로나 약한 양성 용강동물병원에서 동거견과 함께 치료받기로 결정. 오후에 퇴원함. ,,"1,2", 개 파보 바이러스 CPV , 소화기 질환 ,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),223,1
Turkishangora(터키쉬 앙고라),M               ,2047,G_부천이지,s. 작년 여름에 분양받았음 낮 time 까지 식욕 변상태 양호했음 외출하고 저녁에 와보니 구토를 수차례 했음 씽크대위에 있는 음식물도 먹은거 같음 차까지 접종 항체가 동거묘 없음 화장실 자주 가고 오래 머물러 있음 o. pe 복부 촉진시 장으로 여겨지는 관상형의 물체 촉진됨 혈액검사 hct증가 미약한 전해질 불균형 소변검사 usg money 도말상 구균으로 의심되는 물체 다수 관찰 fpv 음성 췌장염 음성 방사선 nrf 초음파 장내 fluid 정체 방광내 슬러지 a. 장무력증 방광염 tx. 수액처치 ampicillin time kg iv famotidine time kg iv tramadol time kg iv p. 하루 입원하여 대증치료하고 경과에 따라 퇴원여부 결정하기로 함 소변 s검사 실시 오후관리사항 food 식사종류 양 npo 식욕상태 급식방법 urine feces etc tx ampicillin time kg iv famotidine time kg iv tramadol time kg iv ,2091,1, 위장 기능 저하  (소화관 스테이시 포함) , 소화기 질환 ,구토(급성/만성),구토(급성/만성),511,0
Maltese(말티즈),MN,2082,C_잠실ON, 현재 식욕 전혀 없으며 구토 불안 복통등 증세가 지속되어 이물에 의한 폐색이 의심되어 조영촬영 실시 이전에 키우시던 아이가 노령견이었는데 갑자기 폐사한 경험이 있으셔서 걱정을 많이 하심 조영촬영상 이상없으면 추가검사 실시하기로 함 조영촬영검사상 소장내 이물이 강하게 의심되는 소견이 있어서 day 수술예정 방사선 검사 결과 위배출 시간 지연 한시간째 소장의 대부분이 확인되어야 하나 위에서 넘어 가지 않음 time time 째 ,,1, 췌장염 , 간 · 담도계 및 췌장 질환,구토(급성/만성),구토(급성/만성),240,0
Poodles(푸들),F,2071,B_W,어제부터 물설사를 보임. 아침에 내원하면서 차 안에서 구토. 아침은 먹지 않음. 이물 섭취 가능성은 낮음. 어제까지 사료만 먹음. 스트레스 받을 만한 사건은 없음. 예방접종은 잘 함. month 전에 시계 가죽끈과 이어폰을 먹은 것을 아침에 토함. 방사선상 특이소견은 없음. bp 초음파상에 장내 이물은 확인되지 않음. 특이소견 없음. 설사가 없으면 저녁에 약처방하여 퇴원하기로 했고 만약 저녁까지 설사가 있다면 하루 더 입원하여 경과를 보기로 함. 오후 time time time 경 수양성 설사를 함 오후 time 경 거품 구토가 관찰됨 임상증상의 개선이 보이지 않아 추가검사 후 입원 연장함 cpl negative crp 혈액검사상 특이소견없음 pcr 검사는 보류하심 month 추가 입원 후 입상증상에 따라 퇴원여부 결정예정 ,,2, 구토 / 설사 / 혈변 (원인 미정) , 소화기 질환 ,설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),410,8
Dachshunds(닥스훈트 ),MN              ,2228,G_부천이지, month 전부터 혹이 확인됨 오른쪽 목 최근 크기가 더 커진것 같다하심. 불편하지 않고 통증도 없음 만질때도 식욕 및 컨디션 좋음 혈액검사 한적 없음 month 전에 스케일했을때 혈액검사 상 특이사항 없었음. 치주염이 심한편이 아니였음 심장사상충 예방 예방접종 all done 외이몀 앓은적 없음 동거견 dogs 신체검사 bcs 청진 상 특이소견 없음 우측 겨드랑이에도 지방종 개 확인. 초음파 목 mass 종괴는 피하에 위치하며 capsule로 둘러싸인 불균질한 저에코성 실질로 관찰. color doppler 검사에서 혈류 흐름 없음. 우측 mandibular salivary gland mandibular lymph node 특이소견 없음. fna lipid 지방종 의심 cm 크기 solitary mass 유동성 잇음 겨드랑이에 개 복벽에 붙어있음 같이 확인 지방종 혈액검사 hypertriglycemia 지방종으로 잠정진단 보호자분과 상의하에 수술적 제거 상담드림 중형견 비용으로 수술비용 마취 조직검사 money 입원비용 money 일반입원 혈액검사 별도 ,,221, 상기에 해당하지 않는 피부 종양 ,피부 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",543,11
Persian Cat(페르시안 고양이),MN              ,2087,G_부천이지,부평 종합의뢰 혈액 검사 소화기 조영 검사 오후 time 구토 month 전부터 구토 구토 억제제 먹임 효과 없음 month 전부터 식욕 줄어듬 month 전부터 식욕 없음 식욕 없을때는 구토 없음 주로 사료먹음 간혹 table food 먹임 배뇨 양호 동복 형제와 비교해서 발육 저하 검사 방사선 검사 위 확장 이전에 먹은 조영제 위내에서 배출 안됨 혈액 검사 신장 수치 상승 초음파 검사 gastropyloric obstruction 의심 처치 수액 처치 세파 time kg famotidine time kg tid 상담 사망 위험성 있음 신부전 관리후 탐색적 개복술 실시 권유 ,,"1,21", 만성 신장 질환 (신부전 포함) , 비뇨기과 질환 ,"구토(급성/만성),식욕부진, 식욕저하",구토(급성/만성),326,2
Yorkshire Terrier(요크셔 테리어),FS,2194,B_W,s month 일전에 발톱이 부러져서 집에서 일반 처치를 진행함 오늘보니 걸을때 발가락에서 피가남 금일 오후에 사료를 먹음 금일 발가락 절단수술을 진행함 내일 재내원하여 처치 진행 예정 ,,4, 골절 (뒷다리) ,근육 골격 질환 ,통증,통증,104,12
Bichon Frish(비숑 프리제),FS              ,normal,F_센트럴, history 임상증상 양호 켁켁거리는 증상 한 달에 번 금일 화분의 풀 섭식 배변 후 연동음은 완화 objective highly elevated gpt alp highly elevated amylase lipase spasmotic si treatment 단기적인 소화기 치료 month 일 뒤 췌장수치 확인 양호 시 간 보호제로 month 정도 관리 후 c 중단 후 재검 시 유지되지 않는다면 지속 투약 필요함 식이조절 lipase 안정 후 omega도입 큐아렌 plan month 뒤 췌장수치 체크 month 간 보호제 처방 안정 후 오메가 도입 month 뒤 간 수치 재검 month 양호 시 중단 후 식이관리만으로 도모 ,x,5,,,기침,기침,354,4
토이푸들,M               ,2259,G_부천이지,s 어제 개 오늘 개 포도섭식. 구토 없음. 최근 며칠 식욕감소 보였음. 활력 양호. 정상 배변. 접종 완료. 혈액검사 rx famotidine time kg uda time kg po bid for days 혈액검사 재검 중요성 언급. 투약후 간 신장체크위해 혈액검사 언급. 특이증상 보일시 내원 예정. ,,25,,,이물,이물,171,10
K.C(Korean Cat),MN,2071,B_W,어제밤부터 구토및헛구역질 증상으로 목이쉼. 아침에 호전되었다가 퇴근하고와서보니 다시 헛구역질증상 자주 실같은것을 섭취 헤어볼가능성의심하심. 췌장염등의 가능성고지 우선 입원수액처치 결정함. 처방식사료 추천원하심. ,,1, 구토 / 설사 / 혈변 (원인 미정) , 소화기 질환 ,구토(급성/만성),구토(급성/만성),118,0
Shih Tzu(시추),MN,"마취전검사,2190",B_W,오전 time time 통화 보호자님 지방 어머님 에 있고 따님과 이야기 하는 걸로 됨. 오후 time 경 내원하면 설명하고 수술스케줄 잡기로 함. time 보호자님 대화 따님 좌측 고관절 탈구는 사고 이전에 소인 있었음 설명. 좌측 허벅지 근육이 우측에 비해 얇음. 수술후에 재활이 중요 설명함 특별한 문제 없으면 일주일 뒤에 퇴원 수술전 검사상 심장의 잡음이 심하고 내복약 투약이 필요한 상황 수술 좌측 고관절 fhno수술 진행. sugisub 사용 골두 절단 양호하게 진행됨. ,2001,23,,,"보행이상, 파행(전지, 후지)","보행이상, 파행(전지, 후지)",270,7
Shih Tzu(시추),M,2233,B_W,hx 어제 밤부터 움직이지 않고 밤새 끙끙거림 원래 배변 화장실에 하다가 간혹 배변 다른 곳에 하는 경우 있었으나 어제 방에다 배변 어제 낮까지 활력 좋다가 갑자기 평소보다 활력 많이 줄어듦. 물 먹을 때만 한두번 움직임 먼 산 보고 있음 어제 낮에 밥 줬을 때 거의 안 먹은 것 같아요 물은 잘 먹음 배변 상태 양호 마지막 배뇨는 이동장 가방 안에서 함 산책 일주일에 한두번 동네 한두바퀴 도는 정도 오래 못 걸어서 time 정도 그저께 산책하였으나 특이사항 없었음 평소 보행은 특이사항 없음 year 간 외이염 안과 진료 외 본원 및 타 병원에서 진료받은 이력 없음 en indoor alone diet 피부 알러지 관련 사료 및 보조제 먹이시는 중 vacccination 본원에서 주로 진행 심장사상충 예방 이력은 명확하지 않으나 하지 않은 것 같음 ,"2135, 2157, 2211 ",4, 비장의 이상 ,혈액 및 조혈기의 질환 ,통증,통증,423,12
Maltese(말티즈),F,2196,C_잠실ON, 한원장님 인수인계 받음 . 방사선 검사상 두개골 골절 의심소견 있음. 익일 영상진단과장님 재검예정 식도 확장 지속되어 복부에 대한 검사 필요 흉부 경부 방사선 검사상 특별한 이상 확인되지 않음 . 혈액검사상 alt ast cpk의 상승 고혈당 ck의 상승 확인됨. 연부조직 및 골절 의심 소견 발작에 의한 것일 수 있음. . 두부손상이 있었으나 환자의 증상이 새벽에 비해 개선되고 있음 ct mri 검사 ,2122,0, 골절 (상기 이외) ,근육 골격 질환 ,기타 증상,기타 증상,227,5
토이푸들,MN,2189,D_VIP, money 선납 김승희 그 동안 증상 변화 없이 비슷했음. 금식완료. 술전 혈액검사 cbc n.r.f chem n.r.f sx fhno op 안승엽 as 김규창 an 김다혜 surgical procedure routine approach to rt. hip joint fhno by oscilating saw 관절낭 봉합 by maxon 근육 reapposition by maxon 피하 봉합 by maxon 피부 봉합 by skin stapler surgical findings no specific findings 술후 fentanyl cri 술후 medication cefazolin time kg iv tid famotidine time kg iv bid taurinecc iv bid meloxicam time kg sc loading 이후 time kg sc sid 내일 술부 소독 및 술부 레이져 치료 예정 ,슬개골 탈구,23, 엉덩이 dysplasia / (아) 탈구 ,근육 골격 질환 ,"보행이상, 파행(전지, 후지)","보행이상, 파행(전지, 후지)",460,7
K.C(Korean Cat),FS,2090,D_VIP, refer. 의정부 time 아이유 동물병원 의뢰병원관련 진료전 전화완료 진료후 전화완료 원장님 요청사항 투석에 대해서 논의. 주호소 급성 신부전 현증경과 time 아이유동물병원 month time 지역병원에서 aki 진단받고 수액처치 받아왔음. bun 후반 crea 내외로 개선이 보이지않는 상태로 투석에 대한 치료 고려하셔서 레퍼된 케이스. 신결석이 확인되었지만 완전폐색은 아닌걸로 생각된다고 하심. 혈관조영상 폐색은 아니였다고 하심. month month 보호자 높은곳에서 내려오다가 비틀거렸던 이력있음. 구토 이력. 현재 아조딜과 크레메진 급여중. 지역병원에서 퇴원후 최근 몇일간은 집에서 관리중이심. 츄르를 받아먹고 식욕은 있는편. 현재 집에서 자발배뇨 자발음수 보임. 예방접종 최근 year 간 이력없음. 사육환경 동거묘 마리 마리 flutd로 생각되는 이력의 동거묘 사료 로얄캐닌 라이트. 신체검사 mental alert hr rr bp bcs mmc pale pink crt sec 탈수평가 dehydration 혈액검사 bun crea pcv wbc money na clph saa 영상검사 day 오후 time time 진행예정. dx ddx renal azotemia by renal calculi ckd 수액처치에도 불구하고 이상의 bun과 내외의 crea 수치에 차도가 없어 투석을 고려하여 내원한 환자로 이러한 히스토리를 토대로 투석에 대한 상담을 진행하였고 baseline 확보차 진행한 혈액검사 결과 bun crea p로 확인되었습니다. 현재의 수치는 호전된 양상이나 이틀뒤 초음파를 통해 결석의 위치와 폐색여부 양측 신장에 대한 평가후 치료방향을 결정하기로 하였습니다. rx 식이 없음. 내복약 레나메진 bid day 이파퀴틴 추가처방 tx 수액처치 없음. 주사제 cerenia time kg sc. 현재 집에서는 자발식욕 음수 과 자발배뇨 확인 되고있고 혈액검사 수치도 호전된 양상이라 병원에서는 식이와 배뇨를 거부한다는 히스토리상 입원의 스트레스를 줄이는쪽으로 결정해 day 오전 time 반 복부초음파 예약하고 귀가조치한 상태입니다. ,2088,1, 급성 신부전 , 비뇨기과 질환 ,구토(급성/만성),구토(급성/만성),1048,0
Pomeranian(포메라이안),F               ,2049,E_24시아이, 접종 내외부 기록 확인해주세요 cpv month 입원후 추가입원 논의예정. 식욕 및 구토설사증상 나아지면 퇴원가능. 항혈장 투여 및 상태보고 약 조절할것. ,,"1,2", 개 파보 바이러스 CPV , 소화기 질환 ,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),88,1
Poodles(푸들),MN              ,ivdd,E_24시아이, 당일 몸을 만지면 상당히 아파해서 내원함 인터넷 검색 후 시흥에서 내원함 유기견출신이라 나이는 year 이상 더 될수 있음 식욕 활기 백신 사상충 ivdd grade mri 검사권고드렸으나 우선 내과적처치 연계하시기로. 예후가 좋아질수도 있지만 나빠질수 있는 부분 고지 약물에 대한 반응 평가 최소 month 입원하면서 경과봐야합니다. p 멀리서 오셔서 많이 네고해드렸음. 면회금지. 카톡으로 간간히 소식드리겠습니다. . ,,4,,,통증,통증,237,12
K.C(Korean Cat),F               ,normal,G_부천이지,리셉션 외래진료 길고양이라서 밥주고 멀리서 지켜보기만 하심 주증상 전지파행 골절같다고하심 증상발현일 일주일전 식욕 좋음 배변 배뇨상태 길고양이라서 잘 모르심 기타 보호자 전달 사항 없음 앞다리 들고 다님 사나워서 환자 어제 잡아서 데리고 옴 식욕 컨디션 정상 골절 유 무 체크 원하심 진정 후 방사선 촬영 진행 함 보호자분 요청으로 병리학적 검사를 실시함 촉진 우측 어깨 염발음 확인 방사선검사 혈액검사 마취 전 검사 상 특이소견 없음 cbc thrombocytopenia 확인되나 도말 상 뭉친 혈소판 확인 fpv ag test negative 상담 현재 우측 어깨 인대 손상으로 어깨 일부가 탈구 되어 있는 상태로 고정술 진행 말씀드림 보호자분께서는 키우실 상황 안되므로 가게 주변에서 상태 체크만 가능하다고 함 수술은 내일 진행예정이고 퇴원은 금 토 예정 만약에 나중에 잡을 수 있다면 month 후 핀제거 도 고려 외과 원장님과 술후 상의 면회 안 오시고 카카오톡으로 사진 발송 해 드리기로 함. 내일 술전에 전화 드리기 남자 중성화 수술은 고려중이심 비용 money 플랜대로 설명드림 수술 동의서 받음 술후 염증 마취위험성 설명 함 오후관리사항 food 식사종류 양 사료 식욕상태 놔두니 알아서 먹음 급식방법 자율 urine feces etc 치료 및 상담내용 tx fluid s taurine kcl time tl cefotaxime time kg tid iv famo time kg bid e ,,23,,,"보행이상, 파행(전지, 후지)","보행이상, 파행(전지, 후지)",731,7
Pekingese(페키니즈),MN              ,2184,D_VIP, 후지파행. 보행이상 전부터 증상은 있었으나 요즘들어 점차 진행되는 양상을 보여 내원하심. 특히 우측다리 이상을 보임. 보행시 우측다리가 많이 흔들거리고 전지도 주저앉음. 치아 에나멜 층 형성부족. 흉 요추 촉진시 통증호소 deep pain 우측 전 후지 모두 반응 늦음. 고유반사 우측 전 후지 반응 속도 느림. plr od weak. 방사선 aai sus. time time arrow inter 마취전 혈액검사 특이사항 없음. 홍역으로 인한 뇌질환 의심. aai 의심. 경추 협착 의심. mri 전체 촬영 요함. 내일 이안 time 촬영 mri결과 나오면 다시 상담 받으신다고 합니다. 결과 나오면 전화드려주세요. 아원장님 지정하셨습니다. 지인분 추천 ,,23, 환축 관절 불안정증 (환축 탈구 / 환軸亜탈구 포함) ,근육 골격 질환 ,"보행이상, 파행(전지, 후지)","보행이상, 파행(전지, 후지)",368,7
Pomeranian(포메라이안),FS,2039,D_VIP, money 결제하셨습니다 그림 cc. 호흡곤란 time 반 전쯤 동생 집 가셨다가 잠시 time 외출 외출 후 돌아오니 호흡곤란 상태 발견 입 벌리고 숨쉬는 것은 아니나 숨 넘어가듯이 근처 병원에서 주사 대 내복약 개 지어서 먹였는데 상태 유사 본원 내원하는 차 속에서도 증상 지속 혀 색깔 하얗던 걸로 기억 소화기 증상 없었음 중성화 슬관절 month 령 쯤 심음 폐음 양호 no murmur lactate 나머지 혈검 nrf cxr 경부기관직경 흉부기관 pharnyx 경미한 협착 호흡 양호하여 다음주 투시검사 예약 후 귀가 집에서 호흡 다시 힘들어하는 것 같아 금일 산소방에서 안정화 후 익일 투시 예정 익일 김혜정선생님께 인계 후두검사 투시 등 필요시 검사 결과에 따른 내복약 반응 모니터링 위해 입원 지속 ,,14, 상기에 해당하지 않는 호흡기 질환 , 호흡기 질환 ,호흡곤란,호흡곤란,401,14
Mixed(혼합),FS              ,,E_24시아이, 어제 저녁부터 켁켁거림 밥 잘 먹음. 구토 설사는 없음. 식욕 활기 백신 ok 사상충 집에서 혈액검사 mild한 탈수소견 외 nrf ray nrf 네뷸 내복약으로 증상 관리하기로 함. 보호자 교육 검사 결과 특이적인 병변이 발견되지는 않았습니다. 환경을 따뜻하고 습윤하게 유지해주세요. 증상개선이 눈에 띄게 없다면 네뷸라이저 처치가 지속적으로 필요하니 내원해주세요 . ,,5,,,기침,기침,207,4
Mixed(혼합),F               ,2014,G_부천이지, 보름전에 안충 확인 되어 동물병원 내원 심장사상충 키트 검사해서 양성 진단받음. 컨디션은 양호 함 식욕도 좋음 작년에 몸무게 kg 마당에서 크고 있음 hw예방 못함. 예방접종은 주기적으로 했음. 순한 성격 호흡이 이상하다고 못 느낌. time 에 자충 약 을 약국에서 사다 먹었음. 이버멕틴 신체검사 청진상 특이소견 없음 mm moisture pink s,,0, 심장사상충(Heartworm disease), 순환기 질환 ,기타 증상,기타 증상,199,5
Mixed(혼합),,2056,D_VIP,주간 by 김도윤 corona negative parvo negative girdia postive pe bar bcs normal skt pale pink mm crts no heart murmur normal lung sound no abdominal pain 금일 검진중 키트상 지알디아 확인되었음 분변검사상 특이 세균 확인되지않음 혈액검사상 경미한 재생성 빈혈 확인되었음 금일 지알디아 치료 시작 tx s유지 배 time hr 프라메딘 mebendazole sid metroiv bid famo iv bid traiv bid fiber 스푼 po sid 락토벳 포 sid 수크랄 cc tid d 식이 rer 배kcal 설사증상 및 빈혈 모니터링 cbc ,,2, 상기에 해당하지 않는 소화기 계통의 감염증 / 기생충 증 , 소화기 질환 ,설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),369,8
Pomeranian(포메라이안),MN,2046,C_잠실ON,cc 구토 month 전에 나무배게 뜯어서 일부 먹었음. 어제부터 지속적인 구토. 구토중에 나무조각 하나 구토. 식욕은 있음. 그러나 일부러 밥을 먹이지 않음. 음수량도 양호. . 방사선상 위내에 이물 의심 소견 . 초음파상 위 유문부에 이물 확인. 장에도 이물소견처럼 보이는 것도 있으나 대장내의 변이라고 최종 판단. tx. 위내시경을 통해 이물 제거 시도 제거 완료 . 특이사항 식도점막에 moderate 정도의 손상 반복적인 구토 마취시 위 확장하는 단계에서 혈압이 급격히 떨어지고 무호흡이 왔었음. 다행히 이물 제거가 순조롭게 이뤄졌고 마취도 잘 깼음. ,,1, 소화관 이물 / 섭취 , 소화기 질환 ,구토(급성/만성),구토(급성/만성),314,0
Mixed(혼합),F,2066,D_VIP, 복부초음파 inguinal hernia by hyuna findings 좌측 서혜부 탈장 부위 내 소장 지방 관찰됨 자궁 방광 정상 위치에서 관찰됨 imaging dx ddx inguinal hernia ,,221, 사타구니 탈장 【보상 제외] , 소화기 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",115,11
Maltese(말티즈),FS              ,2233,G_부천이지,추후 질병 염려되어 중성화 시켜주심. 오늘 오전 금식. 평소 컨디션 양호. 설사 없음. 구토 없음. 귀 피부 check. 가끔 물먹고나서 구토보인적 있음. 식욕은 평소에도 그리 좋지 않음. 보정시 흥분. 일시적 안구충혈. 우측 이도내 발적및 부종 분비물 mild to moderate 슬개골 탈구 양측. 수술 마취 프로포폴 cc 진통제 부토파놀 ample 하복부 유선종양. 우측 time 방 술중 파열된 비장 종양 확인 혈복및 복수. 주변장기. 간 육안상 형태 abnormal. 복막 표면 종양성 변화. 자궁 수종. 비장 유래의 악성종양 추정. 육안상 전이확인. 혈관 육종인 경우 기대할수 있는 예후 수개월. tx cefotaxime time kg tid famotidine time kg tid tramadol time kg tid enoxaparineiu kg sc d fluid. 기타 첨가물 없음. 입원기간동안 염증및 패혈증. 빈혈 수혈 . 복수. 기타 문제가능성 확인. 일 입원비용 만 가량. 오후관리사항 food 식사종류 양 당일 수술로 금식 식욕상태 급식방법 urine feces etc 치료 및 상담내용 tx e ,"2103, 2116",1, 비장의 이상 ,혈액 및 조혈기의 질환 ,구토(급성/만성),구토(급성/만성),575,0
